DateTime,Date,Hour,Month,Month_Name,Day_of_Week,Consumption_kWh,Voltage_V,Temperature_C,Zone,Cost_INR
2024-01-02 23:00:00,2024-01-02,23,1,January,Tuesday,2.16,218.1,15.9,Factory Floor,18.36
2024-01-03 00:00:00,2024-01-03,0,1,January,Wednesday,1.41,235.5,21.8,Factory Floor,11.98
2024-01-03 01:00:00,2024-01-03,1,1,January,Wednesday,1.14,241.2,18.7,Office,9.69
2024-01-03 02:00:00,2024-01-03,2,1,January,Wednesday,1.25,219.2,17.2,Office,10.62
2024-01-03 03:00:00,2024-01-03,3,1,January,Wednesday,1.8,219.9,12.8,Office,15.3
2024-01-03 04:00:00,2024-01-03,4,1,January,Wednesday,1.79,227.7,24.1,Office,15.21
2024-01-03 05:00:00,2024-01-03,5,1,January,Wednesday,1.35,232.9,16.3,Office,11.48
2024-01-03 06:00:00,2024-01-03,6,1,January,Wednesday,7.01,224.3,20.0,AC Unit,59.59
2024-01-03 07:00:00,2024-01-03,7,1,January,Wednesday,6.11,234.1,14.5,AC Unit,51.94
2024-01-03 08:00:00,2024-01-03,8,1,January,Wednesday,8.72,218.2,19.3,Office,74.12
2024-01-03 09:00:00,2024-01-03,9,1,January,Wednesday,8.06,223.1,14.0,AC Unit,68.51
2024-01-03 10:00:00,2024-01-03,10,1,January,Wednesday,2.88,239.1,15.5,Kitchen,24.48
2024-01-03 11:00:00,2024-01-03,11,1,January,Wednesday,2.44,231.0,14.5,Office,20.74
2024-01-03 12:00:00,2024-01-03,12,1,January,Wednesday,2.01,237.6,14.5,Living Room,17.08
2024-01-03 13:00:00,2024-01-03,13,1,January,Wednesday,2.94,221.2,11.7,Living Room,24.99
2024-01-03 14:00:00,2024-01-03,14,1,January,Wednesday,2.74,221.7,14.2,Kitchen,23.29
2024-01-03 15:00:00,2024-01-03,15,1,January,Wednesday,2.72,222.9,19.5,AC Unit,23.12
2024-01-03 16:00:00,2024-01-03,16,1,January,Wednesday,2.51,224.0,23.6,Living Room,21.33
2024-01-03 17:00:00,2024-01-03,17,1,January,Wednesday,2.09,228.2,14.2,Living Room,17.77
2024-01-03 18:00:00,2024-01-03,18,1,January,Wednesday,7.47,241.5,12.4,Factory Floor,63.49
2024-01-03 19:00:00,2024-01-03,19,1,January,Wednesday,8.63,218.2,11.1,Kitchen,73.36
2024-01-03 20:00:00,2024-01-03,20,1,January,Wednesday,9.02,232.0,12.2,Kitchen,76.67
2024-01-03 21:00:00,2024-01-03,21,1,January,Wednesday,6.53,240.4,24.6,Living Room,55.51
2024-01-03 22:00:00,2024-01-03,22,1,January,Wednesday,9.81,224.0,11.5,Office,83.39
2024-01-03 23:00:00,2024-01-03,23,1,January,Wednesday,2.88,227.8,19.3,Kitchen,24.48
2024-01-04 00:00:00,2024-01-04,0,1,January,Thursday,0.5,221.9,22.0,Kitchen,4.25
2024-01-04 01:00:00,2024-01-04,1,1,January,Thursday,0.5,235.7,15.0,Factory Floor,4.25
2024-01-04 02:00:00,2024-01-04,2,1,January,Thursday,1.06,237.5,14.0,Living Room,9.01
2024-01-04 03:00:00,2024-01-04,3,1,January,Thursday,0.66,229.3,13.0,Factory Floor,5.61
2024-01-04 04:00:00,2024-01-04,4,1,January,Thursday,1.47,238.9,13.3,Kitchen,12.49
2024-01-04 05:00:00,2024-01-04,5,1,January,Thursday,0.88,219.7,21.6,AC Unit,7.48
2024-01-04 06:00:00,2024-01-04,6,1,January,Thursday,7.32,241.5,18.0,Living Room,62.22
2024-01-04 07:00:00,2024-01-04,7,1,January,Thursday,6.32,222.3,24.4,AC Unit,53.72
2024-01-04 08:00:00,2024-01-04,8,1,January,Thursday,5.71,226.3,21.8,Factory Floor,48.53
2024-01-04 09:00:00,2024-01-04,9,1,January,Thursday,7.33,227.2,18.6,AC Unit,62.3
2024-01-04 10:00:00,2024-01-04,10,1,January,Thursday,2.04,228.5,17.8,Office,17.34
2024-01-04 11:00:00,2024-01-04,11,1,January,Thursday,2.69,240.6,21.1,Kitchen,22.86
2024-01-04 12:00:00,2024-01-04,12,1,January,Thursday,2.36,219.7,20.0,AC Unit,20.06
2024-01-04 13:00:00,2024-01-04,13,1,January,Thursday,2.62,233.9,11.9,AC Unit,22.27
2024-01-04 14:00:00,2024-01-04,14,1,January,Thursday,2.51,234.0,14.9,AC Unit,21.33
2024-01-04 15:00:00,2024-01-04,15,1,January,Thursday,2.55,222.6,20.0,Factory Floor,21.67
2024-01-04 16:00:00,2024-01-04,16,1,January,Thursday,2.68,239.7,19.2,AC Unit,22.78
2024-01-04 17:00:00,2024-01-04,17,1,January,Thursday,2.41,238.0,14.6,Kitchen,20.48
2024-01-04 18:00:00,2024-01-04,18,1,January,Thursday,8.3,233.7,17.0,Factory Floor,70.55
2024-01-04 19:00:00,2024-01-04,19,1,January,Thursday,9.21,237.0,24.4,Kitchen,78.29
2024-01-04 20:00:00,2024-01-04,20,1,January,Thursday,8.92,233.9,19.3,Living Room,75.82
2024-01-04 21:00:00,2024-01-04,21,1,January,Thursday,10.02,234.1,13.4,Kitchen,85.17
2024-01-04 22:00:00,2024-01-04,22,1,January,Thursday,6.64,241.6,19.2,Living Room,56.44
2024-01-04 23:00:00,2024-01-04,23,1,January,Thursday,2.46,239.3,18.6,Factory Floor,20.91
2024-01-05 00:00:00,2024-01-05,0,1,January,Friday,0.75,233.7,10.1,Living Room,6.38
2024-01-05 01:00:00,2024-01-05,1,1,January,Friday,0.5,237.3,20.4,Factory Floor,4.25
2024-01-05 02:00:00,2024-01-05,2,1,January,Friday,1.2,238.4,16.8,Factory Floor,10.2
2024-01-05 03:00:00,2024-01-05,3,1,January,Friday,1.32,232.3,24.3,Factory Floor,11.22
2024-01-05 04:00:00,2024-01-05,4,1,January,Friday,1.11,230.1,22.5,Office,9.44
2024-01-05 05:00:00,2024-01-05,5,1,January,Friday,0.71,238.7,16.8,Kitchen,6.04
2024-01-05 06:00:00,2024-01-05,6,1,January,Friday,7.8,236.7,17.3,Kitchen,66.3
2024-01-05 07:00:00,2024-01-05,7,1,January,Friday,5.9,224.9,14.1,AC Unit,50.15
2024-01-05 08:00:00,2024-01-05,8,1,January,Friday,7.76,221.6,15.7,Kitchen,65.96
2024-01-05 09:00:00,2024-01-05,9,1,January,Friday,7.18,227.8,18.1,Factory Floor,61.03
2024-01-05 10:00:00,2024-01-05,10,1,January,Friday,2.06,238.0,15.8,Office,17.51
2024-01-05 11:00:00,2024-01-05,11,1,January,Friday,2.95,218.5,23.2,Office,25.08
2024-01-05 12:00:00,2024-01-05,12,1,January,Friday,2.38,218.1,15.3,Factory Floor,20.23
2024-01-05 13:00:00,2024-01-05,13,1,January,Friday,2.85,240.9,16.3,Office,24.23
2024-01-05 14:00:00,2024-01-05,14,1,January,Friday,2.8,239.5,17.3,AC Unit,23.8
2024-01-05 15:00:00,2024-01-05,15,1,January,Friday,2.44,218.7,15.0,Factory Floor,20.74
2024-01-05 16:00:00,2024-01-05,16,1,January,Friday,2.72,238.2,23.8,Office,23.12
2024-01-05 17:00:00,2024-01-05,17,1,January,Friday,2.53,239.8,18.9,Living Room,21.5
2024-01-05 18:00:00,2024-01-05,18,1,January,Friday,6.76,238.8,12.7,AC Unit,57.46
2024-01-05 19:00:00,2024-01-05,19,1,January,Friday,7.73,225.8,21.4,Factory Floor,65.7
2024-01-05 20:00:00,2024-01-05,20,1,January,Friday,8.06,228.1,22.5,Factory Floor,68.51
2024-01-05 21:00:00,2024-01-05,21,1,January,Friday,6.62,242.0,15.2,Living Room,56.27
2024-01-05 22:00:00,2024-01-05,22,1,January,Friday,9.78,236.1,24.2,Kitchen,83.13
2024-01-05 23:00:00,2024-01-05,23,1,January,Friday,2.84,232.9,13.6,Factory Floor,24.14
2024-01-06 00:00:00,2024-01-06,0,1,January,Saturday,0.89,223.2,20.5,AC Unit,7.57
2024-01-06 01:00:00,2024-01-06,1,1,January,Saturday,1.44,236.0,11.7,Kitchen,12.24
2024-01-06 02:00:00,2024-01-06,2,1,January,Saturday,0.5,218.6,14.7,Factory Floor,4.25
2024-01-06 03:00:00,2024-01-06,3,1,January,Saturday,1.32,219.8,20.4,Kitchen,11.22
2024-01-06 04:00:00,2024-01-06,4,1,January,Saturday,1.67,238.4,19.0,Living Room,14.2
2024-01-06 05:00:00,2024-01-06,5,1,January,Saturday,0.77,219.0,18.0,AC Unit,6.54
2024-01-06 06:00:00,2024-01-06,6,1,January,Saturday,5.85,218.3,16.3,Factory Floor,49.72
2024-01-06 07:00:00,2024-01-06,7,1,January,Saturday,6.28,233.3,22.4,Kitchen,53.38
2024-01-06 08:00:00,2024-01-06,8,1,January,Saturday,7.04,241.2,14.1,Office,59.84
2024-01-06 09:00:00,2024-01-06,9,1,January,Saturday,7.79,237.8,18.9,AC Unit,66.22
2024-01-06 10:00:00,2024-01-06,10,1,January,Saturday,2.85,237.9,11.3,Factory Floor,24.23
2024-01-06 11:00:00,2024-01-06,11,1,January,Saturday,2.24,229.2,19.2,Factory Floor,19.04
2024-01-06 12:00:00,2024-01-06,12,1,January,Saturday,2.34,229.9,14.9,Factory Floor,19.89
2024-01-06 13:00:00,2024-01-06,13,1,January,Saturday,2.21,237.1,15.1,Office,18.79
2024-01-06 14:00:00,2024-01-06,14,1,January,Saturday,2.7,224.6,10.2,Kitchen,22.95
2024-01-06 15:00:00,2024-01-06,15,1,January,Saturday,2.09,235.3,17.3,Kitchen,17.77
2024-01-06 16:00:00,2024-01-06,16,1,January,Saturday,2.69,233.5,17.4,Living Room,22.86
2024-01-06 17:00:00,2024-01-06,17,1,January,Saturday,2.09,223.3,20.4,AC Unit,17.77
2024-01-06 18:00:00,2024-01-06,18,1,January,Saturday,9.02,231.3,15.2,Office,76.67
2024-01-06 19:00:00,2024-01-06,19,1,January,Saturday,8.03,224.5,13.8,Living Room,68.25
2024-01-06 20:00:00,2024-01-06,20,1,January,Saturday,9.2,235.8,24.3,Kitchen,78.2
2024-01-06 21:00:00,2024-01-06,21,1,January,Saturday,7.5,224.6,18.8,Office,63.75
2024-01-06 22:00:00,2024-01-06,22,1,January,Saturday,9.37,238.0,14.4,AC Unit,79.64
2024-01-06 23:00:00,2024-01-06,23,1,January,Saturday,2.18,218.3,18.0,AC Unit,18.53
2024-01-07 00:00:00,2024-01-07,0,1,January,Sunday,1.01,225.0,24.2,Factory Floor,8.59
2024-01-07 01:00:00,2024-01-07,1,1,January,Sunday,0.91,224.8,17.2,AC Unit,7.74
2024-01-07 02:00:00,2024-01-07,2,1,January,Sunday,0.87,240.6,17.2,Living Room,7.39
2024-01-07 03:00:00,2024-01-07,3,1,January,Sunday,0.67,233.1,10.8,Kitchen,5.7
2024-01-07 04:00:00,2024-01-07,4,1,January,Sunday,1.14,220.0,13.7,Office,9.69
2024-01-07 05:00:00,2024-01-07,5,1,January,Sunday,0.84,237.0,13.4,Office,7.14
2024-01-07 06:00:00,2024-01-07,6,1,January,Sunday,7.05,225.1,18.8,Factory Floor,59.92
2024-01-07 07:00:00,2024-01-07,7,1,January,Sunday,6.54,232.6,21.1,Kitchen,55.59
2024-01-07 08:00:00,2024-01-07,8,1,January,Sunday,7.14,219.9,13.6,Office,60.69
2024-01-07 09:00:00,2024-01-07,9,1,January,Sunday,5.23,228.8,18.9,AC Unit,44.46
2024-01-07 10:00:00,2024-01-07,10,1,January,Sunday,2.03,224.9,14.2,Factory Floor,17.25
2024-01-07 11:00:00,2024-01-07,11,1,January,Sunday,2.07,223.6,14.0,Office,17.59
2024-01-07 12:00:00,2024-01-07,12,1,January,Sunday,2.66,240.4,16.4,Office,22.61
2024-01-07 13:00:00,2024-01-07,13,1,January,Sunday,2.22,221.6,14.0,Kitchen,18.87
2024-01-07 14:00:00,2024-01-07,14,1,January,Sunday,2.07,222.0,14.6,Office,17.59
2024-01-07 15:00:00,2024-01-07,15,1,January,Sunday,2.92,228.5,17.0,AC Unit,24.82
2024-01-07 16:00:00,2024-01-07,16,1,January,Sunday,2.7,240.6,17.5,Factory Floor,22.95
2024-01-07 17:00:00,2024-01-07,17,1,January,Sunday,2.44,232.4,23.3,AC Unit,20.74
2024-01-07 18:00:00,2024-01-07,18,1,January,Sunday,8.44,223.5,20.1,Office,71.74
2024-01-07 19:00:00,2024-01-07,19,1,January,Sunday,8.37,236.4,22.3,Office,71.14
2024-01-07 20:00:00,2024-01-07,20,1,January,Sunday,6.92,229.3,19.8,AC Unit,58.82
2024-01-07 21:00:00,2024-01-07,21,1,January,Sunday,7.31,233.2,17.4,Living Room,62.13
2024-01-07 22:00:00,2024-01-07,22,1,January,Sunday,8.29,225.7,11.6,Kitchen,70.46
2024-01-07 23:00:00,2024-01-07,23,1,January,Sunday,2.33,234.6,14.3,Factory Floor,19.8
2024-01-08 00:00:00,2024-01-08,0,1,January,Monday,0.74,228.9,14.7,AC Unit,6.29
2024-01-08 01:00:00,2024-01-08,1,1,January,Monday,1.66,238.8,22.4,Living Room,14.11
2024-01-08 02:00:00,2024-01-08,2,1,January,Monday,0.88,227.9,12.8,AC Unit,7.48
2024-01-08 03:00:00,2024-01-08,3,1,January,Monday,0.88,228.6,10.8,AC Unit,7.48
2024-01-08 04:00:00,2024-01-08,4,1,January,Monday,1.38,228.5,20.5,Living Room,11.73
2024-01-08 05:00:00,2024-01-08,5,1,January,Monday,1.6,237.2,20.6,AC Unit,13.6
2024-01-08 06:00:00,2024-01-08,6,1,January,Monday,7.2,220.2,24.9,Living Room,61.2
2024-01-08 07:00:00,2024-01-08,7,1,January,Monday,6.5,238.0,17.5,AC Unit,55.25
2024-01-08 08:00:00,2024-01-08,8,1,January,Monday,6.8,238.0,24.7,Kitchen,57.8
2024-01-08 09:00:00,2024-01-08,9,1,January,Monday,6.52,222.6,19.0,Kitchen,55.42
2024-01-08 10:00:00,2024-01-08,10,1,January,Monday,2.86,224.6,21.9,Factory Floor,24.31
2024-01-08 11:00:00,2024-01-08,11,1,January,Monday,2.34,236.9,14.0,Living Room,19.89
2024-01-08 12:00:00,2024-01-08,12,1,January,Monday,2.28,225.2,18.8,Factory Floor,19.38
2024-01-08 13:00:00,2024-01-08,13,1,January,Monday,2.87,228.7,17.3,AC Unit,24.39
2024-01-08 14:00:00,2024-01-08,14,1,January,Monday,2.55,231.0,16.8,AC Unit,21.67
2024-01-08 15:00:00,2024-01-08,15,1,January,Monday,2.87,241.5,13.6,Factory Floor,24.39
2024-01-08 16:00:00,2024-01-08,16,1,January,Monday,2.23,236.6,10.7,Factory Floor,18.95
2024-01-08 17:00:00,2024-01-08,17,1,January,Monday,2.71,237.5,15.8,Kitchen,23.04
2024-01-08 18:00:00,2024-01-08,18,1,January,Monday,8.02,230.1,18.9,Living Room,68.17
2024-01-08 19:00:00,2024-01-08,19,1,January,Monday,9.94,230.6,16.9,Kitchen,84.49
2024-01-08 20:00:00,2024-01-08,20,1,January,Monday,8.29,221.7,17.0,AC Unit,70.46
2024-01-08 21:00:00,2024-01-08,21,1,January,Monday,8.05,233.6,22.8,Office,68.43
2024-01-08 22:00:00,2024-01-08,22,1,January,Monday,7.84,235.2,21.4,Office,66.64
2024-01-08 23:00:00,2024-01-08,23,1,January,Monday,2.04,219.6,19.5,AC Unit,17.34
2024-01-09 00:00:00,2024-01-09,0,1,January,Tuesday,0.75,228.4,11.5,Living Room,6.38
2024-01-09 01:00:00,2024-01-09,1,1,January,Tuesday,1.25,239.7,10.7,Living Room,10.62
2024-01-09 02:00:00,2024-01-09,2,1,January,Tuesday,1.08,221.5,18.0,Office,9.18
2024-01-09 03:00:00,2024-01-09,3,1,January,Tuesday,0.5,222.2,19.1,Factory Floor,4.25
2024-01-09 04:00:00,2024-01-09,4,1,January,Tuesday,0.62,239.9,12.1,Factory Floor,5.27
2024-01-09 05:00:00,2024-01-09,5,1,January,Tuesday,0.82,234.0,23.5,Factory Floor,6.97
2024-01-09 06:00:00,2024-01-09,6,1,January,Tuesday,8.38,221.8,16.6,AC Unit,71.23
2024-01-09 07:00:00,2024-01-09,7,1,January,Tuesday,8.26,241.1,20.4,Factory Floor,70.21
2024-01-09 08:00:00,2024-01-09,8,1,January,Tuesday,7.74,227.2,17.2,Kitchen,65.79
2024-01-09 09:00:00,2024-01-09,9,1,January,Tuesday,6.5,225.1,20.5,Living Room,55.25
2024-01-09 10:00:00,2024-01-09,10,1,January,Tuesday,2.98,233.8,14.1,Office,25.33
2024-01-09 11:00:00,2024-01-09,11,1,January,Tuesday,2.87,236.7,24.6,Office,24.39
2024-01-09 12:00:00,2024-01-09,12,1,January,Tuesday,2.75,238.0,23.5,Kitchen,23.38
2024-01-09 13:00:00,2024-01-09,13,1,January,Tuesday,2.61,226.5,19.5,Office,22.18
2024-01-09 14:00:00,2024-01-09,14,1,January,Tuesday,2.25,236.1,21.5,Kitchen,19.12
2024-01-09 15:00:00,2024-01-09,15,1,January,Tuesday,2.63,239.7,19.7,AC Unit,22.36
2024-01-09 16:00:00,2024-01-09,16,1,January,Tuesday,2.79,218.8,15.5,Kitchen,23.71
2024-01-09 17:00:00,2024-01-09,17,1,January,Tuesday,2.09,225.1,21.2,Kitchen,17.77
2024-01-09 18:00:00,2024-01-09,18,1,January,Tuesday,7.59,239.0,15.5,Office,64.52
2024-01-09 19:00:00,2024-01-09,19,1,January,Tuesday,10.48,224.2,22.4,Factory Floor,89.08
2024-01-09 20:00:00,2024-01-09,20,1,January,Tuesday,10.16,238.9,22.1,Factory Floor,86.36
2024-01-09 21:00:00,2024-01-09,21,1,January,Tuesday,9.99,241.2,22.9,Factory Floor,84.92
2024-01-09 22:00:00,2024-01-09,22,1,January,Tuesday,10.67,226.8,21.9,Living Room,90.69
2024-01-09 23:00:00,2024-01-09,23,1,January,Tuesday,2.26,221.0,15.5,AC Unit,19.21
2024-01-10 00:00:00,2024-01-10,0,1,January,Wednesday,1.24,240.6,11.6,Kitchen,10.54
2024-01-10 01:00:00,2024-01-10,1,1,January,Wednesday,1.15,240.6,14.9,Office,9.77
2024-01-10 02:00:00,2024-01-10,2,1,January,Wednesday,0.84,237.8,23.6,AC Unit,7.14
2024-01-10 03:00:00,2024-01-10,3,1,January,Wednesday,0.5,219.1,10.6,Factory Floor,4.25
2024-01-10 04:00:00,2024-01-10,4,1,January,Wednesday,1.12,230.9,15.8,AC Unit,9.52
2024-01-10 05:00:00,2024-01-10,5,1,January,Wednesday,1.07,240.7,16.3,Kitchen,9.1
2024-01-10 06:00:00,2024-01-10,6,1,January,Wednesday,8.31,238.0,19.2,AC Unit,70.64
2024-01-10 07:00:00,2024-01-10,7,1,January,Wednesday,5.47,228.6,24.3,AC Unit,46.49
2024-01-10 08:00:00,2024-01-10,8,1,January,Wednesday,5.98,231.1,24.7,AC Unit,50.83
2024-01-10 09:00:00,2024-01-10,9,1,January,Wednesday,5.46,241.2,24.2,Factory Floor,46.41
2024-01-10 10:00:00,2024-01-10,10,1,January,Wednesday,2.09,223.1,19.6,Living Room,17.77
2024-01-10 11:00:00,2024-01-10,11,1,January,Wednesday,2.05,226.0,24.8,Office,17.42
2024-01-10 12:00:00,2024-01-10,12,1,January,Wednesday,2.21,237.9,18.3,Office,18.79
2024-01-10 13:00:00,2024-01-10,13,1,January,Wednesday,2.22,238.9,14.9,Kitchen,18.87
2024-01-10 14:00:00,2024-01-10,14,1,January,Wednesday,2.79,232.3,14.2,Kitchen,23.71
2024-01-10 15:00:00,2024-01-10,15,1,January,Wednesday,2.99,231.0,22.0,Living Room,25.42
2024-01-10 16:00:00,2024-01-10,16,1,January,Wednesday,2.66,218.6,10.2,Kitchen,22.61
2024-01-10 17:00:00,2024-01-10,17,1,January,Wednesday,2.59,218.4,14.0,Kitchen,22.02
2024-01-10 18:00:00,2024-01-10,18,1,January,Wednesday,9.49,235.9,17.1,AC Unit,80.67
2024-01-10 19:00:00,2024-01-10,19,1,January,Wednesday,8.16,230.1,24.2,Living Room,69.36
2024-01-10 20:00:00,2024-01-10,20,1,January,Wednesday,9.82,233.8,14.5,Living Room,83.47
2024-01-10 21:00:00,2024-01-10,21,1,January,Wednesday,6.72,227.6,20.3,Factory Floor,57.12
2024-01-10 22:00:00,2024-01-10,22,1,January,Wednesday,9.29,239.6,14.8,Kitchen,78.96
2024-01-10 23:00:00,2024-01-10,23,1,January,Wednesday,2.07,224.6,19.5,Office,17.59
2024-01-11 00:00:00,2024-01-11,0,1,January,Thursday,0.67,232.3,14.4,Office,5.7
2024-01-11 01:00:00,2024-01-11,1,1,January,Thursday,0.5,234.8,22.8,Office,4.25
2024-01-11 02:00:00,2024-01-11,2,1,January,Thursday,0.5,228.8,13.4,AC Unit,4.25
2024-01-11 03:00:00,2024-01-11,3,1,January,Thursday,0.57,235.5,14.7,AC Unit,4.84
2024-01-11 04:00:00,2024-01-11,4,1,January,Thursday,0.71,221.7,23.8,Living Room,6.04
2024-01-11 05:00:00,2024-01-11,5,1,January,Thursday,0.99,228.4,21.2,AC Unit,8.41
2024-01-11 06:00:00,2024-01-11,6,1,January,Thursday,7.99,232.1,18.4,AC Unit,67.92
2024-01-11 07:00:00,2024-01-11,7,1,January,Thursday,7.42,239.0,24.1,Factory Floor,63.07
2024-01-11 08:00:00,2024-01-11,8,1,January,Thursday,8.33,241.2,19.0,AC Unit,70.81
2024-01-11 09:00:00,2024-01-11,9,1,January,Thursday,5.82,221.7,17.2,Living Room,49.47
2024-01-11 10:00:00,2024-01-11,10,1,January,Thursday,2.35,231.4,11.7,AC Unit,19.98
2024-01-11 11:00:00,2024-01-11,11,1,January,Thursday,2.57,237.4,22.7,Office,21.84
2024-01-11 12:00:00,2024-01-11,12,1,January,Thursday,2.61,233.4,10.4,AC Unit,22.18
2024-01-11 13:00:00,2024-01-11,13,1,January,Thursday,2.03,224.6,21.4,AC Unit,17.25
2024-01-11 14:00:00,2024-01-11,14,1,January,Thursday,2.35,222.4,12.1,Factory Floor,19.98
2024-01-11 15:00:00,2024-01-11,15,1,January,Thursday,2.07,235.8,24.6,Living Room,17.59
2024-01-11 16:00:00,2024-01-11,16,1,January,Thursday,2.75,223.2,16.3,AC Unit,23.38
2024-01-11 17:00:00,2024-01-11,17,1,January,Thursday,2.16,225.5,14.9,Office,18.36
2024-01-11 18:00:00,2024-01-11,18,1,January,Thursday,9.27,221.7,21.3,Living Room,78.8
2024-01-11 19:00:00,2024-01-11,19,1,January,Thursday,8.97,233.9,17.3,Factory Floor,76.25
2024-01-11 20:00:00,2024-01-11,20,1,January,Thursday,7.87,230.3,15.2,Living Room,66.89
2024-01-11 21:00:00,2024-01-11,21,1,January,Thursday,7.81,229.7,20.0,Living Room,66.38
2024-01-11 22:00:00,2024-01-11,22,1,January,Thursday,7.87,219.3,13.1,Kitchen,66.89
